text_id,file_path,author_id,title,date
FEDERALIST_01,data/text_data/federalist_papers/FEDERALIST_01.txt,Hamilton,General Introduction,NA
FEDERALIST_02,data/text_data/federalist_papers/FEDERALIST_02.txt,Jay,Concerning Dangers from Foreign Force and Influence,NA
FEDERALIST_03,data/text_data/federalist_papers/FEDERALIST_03.txt,Jay,The Same Subject Continued (Concerning Dangers From Foreign Force and Influence),NA
FEDERALIST_04,data/text_data/federalist_papers/FEDERALIST_04.txt,Jay,The Same Subject Continued (Concerning Dangers From Foreign Force and Influence),NA
FEDERALIST_05,data/text_data/federalist_papers/FEDERALIST_05.txt,Jay,The Same Subject Continued (Concerning Dangers From Foreign Force and Influence),NA
FEDERALIST_06,data/text_data/federalist_papers/FEDERALIST_06.txt,Hamilton,Concerning Dangers from Dissensions Between the States,NA
FEDERALIST_07,data/text_data/federalist_papers/FEDERALIST_07.txt,Hamilton,The Same Subject Continued (Concerning Dangers from Dissensions Between the States),NA
FEDERALIST_08,data/text_data/federalist_papers/FEDERALIST_08.txt,Hamilton,The Consequences of Hostilities Between the States,NA
FEDERALIST_09,data/text_data/federalist_papers/FEDERALIST_09.txt,Hamilton,The Union as a Safeguard Against Domestic Faction and Insurrection,NA
FEDERALIST_10,data/text_data/federalist_papers/FEDERALIST_10.txt,Madison,The Same Subject Continued (The Union as a Safeguard Against Domestic Faction and Insurrection),"November 23, 1787"
FEDERALIST_11,data/text_data/federalist_papers/FEDERALIST_11.txt,Hamilton,The Utility of the Union in Respect to Commercial Relations and a Navy,NA
FEDERALIST_12,data/text_data/federalist_papers/FEDERALIST_12.txt,Hamilton,The Utility of the Union In Respect to Revenue,"November 27, 1787"
FEDERALIST_13,data/text_data/federalist_papers/FEDERALIST_13.txt,Hamilton,Advantage of the Union in Respect to Economy in Government,NA
FEDERALIST_14,data/text_data/federalist_papers/FEDERALIST_14.txt,Madison,Objections to the Proposed Constitution From Extent of Territory Answered,"November 30, 1787"
FEDERALIST_15,data/text_data/federalist_papers/FEDERALIST_15.txt,Hamilton,The Insufficiency of the Present Confederation to Preserve the Union,NA
FEDERALIST_16,data/text_data/federalist_papers/FEDERALIST_16.txt,Hamilton,The Same Subject Continued (The Insufficiency of the Present Confederation to Preserve the Union),"December 4, 1787"
FEDERALIST_17,data/text_data/federalist_papers/FEDERALIST_17.txt,Hamilton,The Same Subject Continued (The Insufficiency of the Present Confederation to Preserve the Union),NA
FEDERALIST_18,data/text_data/federalist_papers/FEDERALIST_18.txt,Hamilton_Madison,The Same Subject Continued (The Insufficiency of the Present Confederation to Preserve the Union),NA
FEDERALIST_19,data/text_data/federalist_papers/FEDERALIST_19.txt,Hamilton_Madison,The Same Subject Continued (The Insufficiency of the Present Confederation to Preserve the Union),NA
FEDERALIST_20,data/text_data/federalist_papers/FEDERALIST_20.txt,Hamilton_Madison,The Same Subject Continued (The Insufficiency of the Present Confederation to Preserve the Union),"December 11, 1787"
FEDERALIST_21,data/text_data/federalist_papers/FEDERALIST_21.txt,Hamilton,Other Defects of the Present Confederation,NA
FEDERALIST_22,data/text_data/federalist_papers/FEDERALIST_22.txt,Hamilton,The Same Subject Continued (Other Defects of the Present Confederation),"December 14, 1787"
FEDERALIST_23,data/text_data/federalist_papers/FEDERALIST_23.txt,Hamilton,The Necessity of a Government as Energetic as the One Proposed to the Preservation of the Union,"December 18, 1787"
FEDERALIST_24,data/text_data/federalist_papers/FEDERALIST_24.txt,Hamilton,The Powers Necessary to the Common Defense Further Considered,NA
FEDERALIST_25,data/text_data/federalist_papers/FEDERALIST_25.txt,Hamilton,The Same Subject Continued (The Powers Necessary to the Common Defense Further Considered),"December 21, 1787"
FEDERALIST_26,data/text_data/federalist_papers/FEDERALIST_26.txt,Hamilton,The Idea of Restraining the Legislative Authority in Regard to the Common Defense Considered,NA
FEDERALIST_27,data/text_data/federalist_papers/FEDERALIST_27.txt,Hamilton,The Same Subject Continued (The Idea of Restraining the Legislative Authority in Regard to the Common Defense Considered),"December 25, 1787"
FEDERALIST_28,data/text_data/federalist_papers/FEDERALIST_28.txt,Hamilton,The Same Subject Continued (The Idea of Restraining the Legislative Authority in Regard to the Common Defense Considered),NA
FEDERALIST_29,data/text_data/federalist_papers/FEDERALIST_29.txt,Hamilton,Concerning the Militia,"January 10, 1788"
FEDERALIST_30,data/text_data/federalist_papers/FEDERALIST_30.txt,Hamilton,Concerning the General Power of Taxation,"December 28, 1787"
FEDERALIST_31,data/text_data/federalist_papers/FEDERALIST_31.txt,Hamilton,The Same Subject Continued (Concerning the General Power of Taxation),"January 1, 1788"
FEDERALIST_32,data/text_data/federalist_papers/FEDERALIST_32.txt,Hamilton,The Same Subject Continued (Concerning the General Power of Taxation),"January 3, 1788"
FEDERALIST_33,data/text_data/federalist_papers/FEDERALIST_33.txt,Hamilton,The Same Subject Continued (Concerning the General Power of Taxation),"January 3, 1788"
FEDERALIST_34,data/text_data/federalist_papers/FEDERALIST_34.txt,Hamilton,The Same Subject Continued (Concerning the General Power of Taxation),"January 4, 1788"
FEDERALIST_35,data/text_data/federalist_papers/FEDERALIST_35.txt,Hamilton,The Same Subject Continued (Concerning the General Power of Taxation),NA
FEDERALIST_36,data/text_data/federalist_papers/FEDERALIST_36.txt,Hamilton,The Same Subject Continued (Concerning the General Power of Taxation),"January 8, 1788"
FEDERALIST_37,data/text_data/federalist_papers/FEDERALIST_37.txt,Madison,Concerning the Difficulties of the Convention in Devising a Proper Form of Government,"January 11, 1788"
FEDERALIST_38,data/text_data/federalist_papers/FEDERALIST_38.txt,Madison,"The Same Subject Continued, and the Incoherence of the Objections to the New Plan Exposed","January 15, 1788"
FEDERALIST_39,data/text_data/federalist_papers/FEDERALIST_39.txt,Madison,The Conformity of the Plan to Republican Principles,NA
FEDERALIST_40,data/text_data/federalist_papers/FEDERALIST_40.txt,Madison,The Powers of the Convention to Form a Mixed Government Examined and Sustained,"January 18, 1788"
FEDERALIST_41,data/text_data/federalist_papers/FEDERALIST_41.txt,Madison,General View of the Powers Conferred by The Constitution,NA
FEDERALIST_42,data/text_data/federalist_papers/FEDERALIST_42.txt,Madison,The Powers Conferred by the Constitution Further Considered,"January 22, 1788"
FEDERALIST_43,data/text_data/federalist_papers/FEDERALIST_43.txt,Madison,The Same Subject Continued (The Powers Conferred by the Constitution Further Considered),NA
FEDERALIST_44,data/text_data/federalist_papers/FEDERALIST_44.txt,Madison,Restrictions on the Authority of the Several States,"January 25, 1788"
FEDERALIST_45,data/text_data/federalist_papers/FEDERALIST_45.txt,Madison,The Alleged Danger From the Powers of the Union to the State Governments Considered,NA
FEDERALIST_46,data/text_data/federalist_papers/FEDERALIST_46.txt,Madison,The Influence of the State and Federal Governments Compared,"January 29, 1788"
FEDERALIST_47,data/text_data/federalist_papers/FEDERALIST_47.txt,Madison,The Particular Structure of the New Government and the Distribution of Power Among Its Different Parts,"February 1, 1788"
FEDERALIST_48,data/text_data/federalist_papers/FEDERALIST_48.txt,Madison,These Departments Should Not Be So Far Separated as to Have No,"February 1, 1788"
FEDERALIST_49,data/text_data/federalist_papers/FEDERALIST_49.txt,Disputed,Method of Guarding Against the Encroachments of Any One Department of Government by Appealing to the People Through a Convention,"February 5, 1788"
FEDERALIST_50,data/text_data/federalist_papers/FEDERALIST_50.txt,Disputed,Periodical Appeals to the People Considered,"February 5, 1788"
FEDERALIST_51,data/text_data/federalist_papers/FEDERALIST_51.txt,Disputed,The Structure of the Government Must Furnish the Proper Checks and Balances Between the Different Departments,"February 8, 1788"
FEDERALIST_52,data/text_data/federalist_papers/FEDERALIST_52.txt,Disputed,The House of Representatives,"February 8, 1788"
FEDERALIST_53,data/text_data/federalist_papers/FEDERALIST_53.txt,Disputed,The Same Subject Continued (The House of Representatives),"February 12, 1788"
FEDERALIST_54,data/text_data/federalist_papers/FEDERALIST_54.txt,Disputed,The Apportionment of Members Among the States,"February 12, 1788"
FEDERALIST_55,data/text_data/federalist_papers/FEDERALIST_55.txt,Disputed,The Total Number of the House of Representatives,"February 15, 1788"
FEDERALIST_56,data/text_data/federalist_papers/FEDERALIST_56.txt,Disputed,The Same Subject Continued (The Total Number of the House of Representatives),"February 19, 1788"
FEDERALIST_57,data/text_data/federalist_papers/FEDERALIST_57.txt,Disputed,The Alleged Tendency of the New Plan to Elevate the Few at the Expense of the Many Considered in Connection with Representation,"February 19, 1788"
FEDERALIST_58,data/text_data/federalist_papers/FEDERALIST_58.txt,Disputed,Objection That The Number of Members Will Not Be Augmented as the Progress of Population Demands Considered,NA
FEDERALIST_59,data/text_data/federalist_papers/FEDERALIST_59.txt,Hamilton,Concerning the Power of Congress to Regulate the Election of Members,"February 22, 1788"
FEDERALIST_60,data/text_data/federalist_papers/FEDERALIST_60.txt,Hamilton,The Same Subject Continued (Concerning the Power of Congress to Regulate the Election of Members),"February 26, 1788"
FEDERALIST_61,data/text_data/federalist_papers/FEDERALIST_61.txt,Hamilton,The Same Subject Continued (Concerning the Power of Congress to Regulate the Election of Members),"February 26, 1788"
FEDERALIST_62,data/text_data/federalist_papers/FEDERALIST_62.txt,Disputed,The Senate,NA
FEDERALIST_63,data/text_data/federalist_papers/FEDERALIST_63.txt,Disputed,The Senate Continued,NA
FEDERALIST_64,data/text_data/federalist_papers/FEDERALIST_64.txt,Jay,The Powers of the Senate,"March 7, 1788"
FEDERALIST_65,data/text_data/federalist_papers/FEDERALIST_65.txt,Hamilton,The Powers of the Senate Continued,"March 7, 1788"
FEDERALIST_66,data/text_data/federalist_papers/FEDERALIST_66.txt,Hamilton,Objections to the Power of the Senate To Set as a Court for Impeachments Further Considered,"March 11, 1788"
FEDERALIST_67,data/text_data/federalist_papers/FEDERALIST_67.txt,Hamilton,The Executive Department,"March 11, 1788"
FEDERALIST_68,data/text_data/federalist_papers/FEDERALIST_68.txt,Hamilton,The Mode of Electing the President,"March 14, 1788"
FEDERALIST_69,data/text_data/federalist_papers/FEDERALIST_69.txt,Hamilton,The Real Character of the Executive,"March 14, 1788"
FEDERALIST_70,data/text_data/federalist_papers/FEDERALIST_70.txt,Hamilton,The Executive Department Further Considered,"March 18, 1788"
FEDERALIST_71,data/text_data/federalist_papers/FEDERALIST_71.txt,Hamilton,The Duration in Office of the Executive,"March 18, 1788"
FEDERALIST_72,data/text_data/federalist_papers/FEDERALIST_72.txt,Hamilton,"The Same Subject Continued, and Re-Eligibility of the Executive Considered","March 21, 1788"
FEDERALIST_73,data/text_data/federalist_papers/FEDERALIST_73.txt,Hamilton,"The Provision For The Support of the Executive, and the Veto Power","March 21, 1788"
FEDERALIST_74,data/text_data/federalist_papers/FEDERALIST_74.txt,Hamilton,"The Command of the Military and Naval Forces, and the Pardoning Power of the Executive","March 25, 1788"
FEDERALIST_75,data/text_data/federalist_papers/FEDERALIST_75.txt,Hamilton,The Treaty-Making Power of the Executive,
FEDERALIST_76,data/text_data/federalist_papers/FEDERALIST_76.txt,Hamilton,The Appointing Power of the Executive,"April 1, 1788"
FEDERALIST_77,data/text_data/federalist_papers/FEDERALIST_77.txt,Hamilton,The Appointing Power Continued and Other Powers of the Executive Considered,"April 4, 1788"
FEDERALIST_78,data/text_data/federalist_papers/FEDERALIST_78.txt,Hamilton,The Judiciary Department,
FEDERALIST_79,data/text_data/federalist_papers/FEDERALIST_79.txt,Hamilton,The Judiciary Continued,
FEDERALIST_80,data/text_data/federalist_papers/FEDERALIST_80.txt,Hamilton,The Powers of the Judiciary,
FEDERALIST_81,data/text_data/federalist_papers/FEDERALIST_81.txt,Hamilton,"The Judiciary Continued, and the Distribution of the Judicial Authority",
FEDERALIST_82,data/text_data/federalist_papers/FEDERALIST_82.txt,Hamilton,The Judiciary Continued,
FEDERALIST_83,data/text_data/federalist_papers/FEDERALIST_83.txt,Hamilton,The Judiciary Continued in Relation to Trial by Jury,
FEDERALIST_84,data/text_data/federalist_papers/FEDERALIST_84.txt,Hamilton,Certain General and Miscellaneous Objections to the Constitution Considered and Answered,
FEDERALIST_85,data/text_data/federalist_papers/FEDERALIST_85.txt,Hamilton,Concluding Remarks,